signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
45,2025-10-23T00:00:00+00:00,asia_open,576,600,2025-10-24T00:00:00+00:00,110078.18,flat,flat,111293.61,108981.80,1,0,0,0,sl_hit_before_tp,1.00,0.2701,0,0,42.0,58.0,0.0
46,2025-10-23T13:30:00+00:00,us_open,589,613,2025-10-24T13:00:00+00:00,110078.18,bull,bull,111293.61,108981.80,1,0,0,0,sl_hit_before_tp,1.00,0.2850,0,0,55.0,0.0,45.0
47,2025-10-24T00:00:00+00:00,asia_open,600,624,2025-10-25T00:00:00+00:00,111004.89,flat,flat,111574.50,110626.30,1,0,0,0,sl_hit_before_tp,1.00,0.3348,0,0,0.0,52.0,48.0
48,2025-10-24T13:30:00+00:00,us_open,613,637,2025-10-25T13:00:00+00:00,111004.89,bull,bull,112104.98,109700.01,1,0,0,0,sl_hit_before_tp,1.00,0.2719,0,0,52.0,0.0,48.0
49,2025-10-25T00:00:00+00:00,asia_open,624,648,2025-10-26T00:00:00+00:00,111646.27,flat,flat,112104.98,110672.86,1,0,0,0,no_hit,24.00,0.1913,0,0,10.0,45.0,45.0
50,2025-10-25T13:30:00+00:00,us_open,637,661,2025-10-26T13:00:00+00:00,111646.27,bull,bull,112260.12,111417.90,1,0,0,0,sl_hit_before_tp,2.00,0.1605,0,0,52.0,0.0,48.0
51,2025-10-26T00:00:00+00:00,asia_open,648,672,2025-10-27T00:00:00+00:00,114559.40,flat,flat,114685.37,114362.38,1,0,0,0,sl_hit_before_tp,1.00,0.1194,0,0,0.0,52.0,48.0
52,2025-10-26T13:30:00+00:00,us_open,661,685,2025-10-27T13:00:00+00:00,114559.40,bull,bull,114685.37,114362.38,1,0,0,0,sl_hit_before_tp,1.00,0.1578,0,0,52.0,0.0,48.0
53,2025-10-27T00:00:00+00:00,asia_open,672,696,2025-10-28T00:00:00+00:00,114107.65,flat,flat,114400.44,113531.46,1,0,0,1,sl_hit_before_tp,20.78,0.2075,0,0,45.0,55.0,0.0
54,2025-10-27T13:30:00+00:00,us_open,685,709,2025-10-28T13:00:00+00:00,114107.65,flat,bull,114465.87,113458.64,0,0,0,1,sl_hit_before_tp,16.21,0.2452,0,1,0.0,52.0,48.0
55,2025-10-28T00:00:00+00:00,asia_open,696,720,2025-10-29T00:00:00+00:00,112898.45,flat,bear,113149.72,112467.22,0,0,0,1,sl_hit_before_tp,23.12,0.2616,0,1,0.0,52.0,48.0
56,2025-10-28T13:30:00+00:00,us_open,709,733,2025-10-29T13:00:00+00:00,112898.45,flat,flat,113156.98,112129.82,1,0,0,1,sl_hit_before_tp,19.71,0.2503,0,0,45.0,55.0,0.0
57,2025-10-29T00:00:00+00:00,asia_open,720,744,2025-10-30T00:00:00+00:00,110021.29,flat,bull,110401.34,109401.75,0,0,0,1,sl_hit_before_tp,6.50,0.3318,0,1,35.0,65.0,0.0
58,2025-10-29T13:30:00+00:00,us_open,733,757,2025-10-30T13:00:00+00:00,110021.29,flat,bear,110271.00,109332.00,0,0,0,1,sl_hit_before_tp,10.54,0.2918,0,1,35.0,65.0,0.0
59,2025-10-30T00:00:00+00:00,asia_open,744,768,2025-10-31T00:00:00+00:00,108322.88,bull,bull,108604.31,107719.15,1,0,0,1,sl_hit_before_tp,13.50,0.3562,0,0,53.0,0.0,47.0
60,2025-10-30T13:30:00+00:00,us_open,757,781,2025-10-31T13:00:00+00:00,108322.88,flat,bull,109966.00,106304.34,0,0,0,0,sl_hit_before_tp,6.00,0.6203,1,1,42.0,58.0,0.0
61,2025-10-31T00:00:00+00:00,asia_open,768,792,2025-11-01T00:00:00+00:00,109608.01,flat,flat,110204.64,109275.40,1,0,0,0,sl_hit_before_tp,1.00,0.5967,1,0,0.0,52.0,48.0
62,2025-10-31T13:30:00+00:00,us_open,781,805,2025-11-01T13:00:00+00:00,109608.01,flat,flat,109927.31,109165.16,1,0,0,1,sl_hit_before_tp,11.80,0.4488,0,0,42.0,58.0,0.0
63,2025-11-01T00:00:00+00:00,asia_open,792,816,2025-11-02T00:00:00+00:00,110098.10,flat,flat,110974.87,109775.55,1,0,0,0,sl_hit_before_tp,1.00,0.3711,0,0,0.0,52.0,48.0
64,2025-11-01T13:30:00+00:00,us_open,805,829,2025-11-02T13:00:00+00:00,110098.10,flat,bull,111592.00,109394.81,0,0,0,0,no_hit,24.00,0.2213,0,1,45.0,55.0,0.0
65,2025-11-02T00:00:00+00:00,asia_open,816,840,2025-11-03T00:00:00+00:00,110540.68,bear,bear,111250.01,109471.34,1,0,0,0,sl_hit_before_tp,1.00,0.1395,0,0,48.0,0.0,52.0
66,2025-11-02T13:30:00+00:00,us_open,829,853,2025-11-03T13:00:00+00:00,110540.68,bear,bear,110263.22,111123.83,1,0,0,1,sl_hit_before_tp,23.94,0.1880,0,0,42.0,0.0,58.0
67,2025-11-03T00:00:00+00:00,asia_open,840,864,2025-11-04T00:00:00+00:00,106583.04,flat,flat,110750.00,105306.56,1,0,0,0,sl_hit_before_tp,16.00,0.2085,0,0,45.0,55.0,0.0
68,2025-11-03T13:30:00+00:00,us_open,853,877,2025-11-04T13:00:00+00:00,106583.04,bear,bear,100000.00,109582.37,1,0,0,0,no_hit,24.00,0.2490,0,0,35.0,0.0,65.0
69,2025-11-04T00:00:00+00:00,asia_open,864,888,2025-11-05T00:00:00+00:00,101497.22,flat,bear,101704.61,100978.16,0,0,0,1,sl_hit_before_tp,6.84,0.3913,0,1,40.0,60.0,0.0
70,2025-11-04T13:30:00+00:00,us_open,877,901,2025-11-05T13:00:00+00:00,101497.22,flat,bull,106762.85,100000.00,0,0,0,0,sl_hit_before_tp,7.00,0.5400,1,1,45.0,55.0,0.0
71,2025-11-05T00:00:00+00:00,asia_open,888,912,2025-11-06T00:00:00+00:00,103885.16,flat,flat,104534.74,98966.80,1,0,0,0,sl_hit_before_tp,1.00,0.6205,1,0,45.0,55.0,0.0
72,2025-11-05T13:30:00+00:00,us_open,901,925,2025-11-06T13:00:00+00:00,103885.16,bear,bear,98944.36,104924.50,1,0,0,0,no_hit,24.00,0.5256,1,0,35.0,0.0,65.0
73,2025-11-06T00:00:00+00:00,asia_open,912,936,2025-11-07T00:00:00+00:00,101346.04,flat,flat,101641.87,100893.97,1,0,0,1,sl_hit_before_tp,14.02,0.3073,0,0,45.0,55.0,0.0
74,2025-11-06T13:30:00+00:00,us_open,925,949,2025-11-07T13:00:00+00:00,101346.04,flat,bear,104200.00,100300.95,0,0,0,0,sl_hit_before_tp,3.00,0.2825,0,1,45.0,55.0,0.0
75,2025-11-07T00:00:00+00:00,asia_open,936,960,2025-11-08T00:00:00+00:00,103339.08,bear,bear,103004.27,103978.16,1,0,0,1,sl_hit_before_tp,16.59,0.3863,0,0,45.0,0.0,55.0
76,2025-11-07T13:30:00+00:00,us_open,949,973,2025-11-08T13:00:00+00:00,103339.08,bear,bear,104096.36,99260.86,1,0,0,0,sl_hit_before_tp,1.00,0.4041,0,0,45.0,0.0,55.0
77,2025-11-08T00:00:00+00:00,asia_open,960,984,2025-11-09T00:00:00+00:00,102312.94,bear,bear,102554.47,101454.00,1,0,0,0,sl_hit_before_tp,1.00,0.3927,0,0,40.0,0.0,60.0
78,2025-11-08T13:30:00+00:00,us_open,973,997,2025-11-09T13:00:00+00:00,102312.94,bull,bull,103406.22,101454.00,1,0,0,0,sl_hit_before_tp,1.00,0.2933,0,0,58.0,0.0,42.0
79,2025-11-09T00:00:00+00:00,asia_open,984,1008,2025-11-10T00:00:00+00:00,104722.96,flat,bull,105495.62,101400.00,0,0,0,0,sl_hit_before_tp,3.00,0.1698,0,1,45.0,55.0,0.0
80,2025-11-09T13:30:00+00:00,us_open,997,1021,2025-11-10T13:00:00+00:00,104722.96,flat,bull,107589.53,101400.00,0,0,0,0,no_hit,24.00,0.2005,0,1,45.0,55.0,0.0
81,2025-11-10T00:00:00+00:00,asia_open,1008,1032,2025-11-11T00:00:00+00:00,106011.13,flat,flat,106932.55,105705.59,1,0,0,0,sl_hit_before_tp,1.00,0.3076,0,0,4.0,48.0,48.0
82,2025-11-10T13:30:00+00:00,us_open,1021,1045,2025-11-11T13:00:00+00:00,106011.13,bear,bear,105295.39,106225.54,1,0,0,0,sl_hit_before_tp,1.00,0.3295,0,0,45.0,0.0,55.0
83,2025-11-11T00:00:00+00:00,asia_open,1032,1056,2025-11-12T00:00:00+00:00,103058.99,flat,flat,103269.16,102349.66,1,0,0,1,sl_hit_before_tp,20.78,0.3387,0,0,45.0,55.0,0.0
84,2025-11-11T13:30:00+00:00,us_open,1045,1069,2025-11-12T13:00:00+00:00,103058.99,flat,bull,103388.84,102370.26,0,0,0,1,sl_hit_before_tp,7.95,0.3543,0,1,40.0,60.0,0.0
85,2025-11-12T00:00:00+00:00,asia_open,1056,1080,2025-11-13T00:00:00+00:00,101654.37,flat,flat,101913.97,100960.38,1,0,0,1,sl_hit_before_tp,20.68,0.2825,0,0,45.0,55.0,0.0
86,2025-11-12T13:30:00+00:00,us_open,1069,1093,2025-11-13T13:00:00+00:00,101654.37,bear,bull,98944.36,104177.22,0,0,0,0,sl_hit_before_tp,1.00,0.2374,0,1,35.0,0.0,65.0
87,2025-11-13T00:00:00+00:00,asia_open,1080,1104,2025-11-14T00:00:00+00:00,99692.02,bear,bear,98000.40,103020.14,1,0,0,0,sl_hit_before_tp,5.00,0.3489,0,0,40.0,0.0,60.0
88,2025-11-13T13:30:00+00:00,us_open,1093,1117,2025-11-14T13:00:00+00:00,99692.02,bear,bear,99053.00,99937.75,1,0,0,0,sl_hit_before_tp,1.00,0.3939,0,0,45.0,0.0,55.0
89,2025-11-14T00:00:00+00:00,asia_open,1104,1128,2025-11-15T00:00:00+00:00,94594.00,flat,bull,100486.00,94012.45,0,0,0,0,sl_hit_before_tp,23.00,0.5015,1,1,35.0,65.0,0.0
90,2025-11-14T13:30:00+00:00,us_open,1117,1141,2025-11-15T13:00:00+00:00,94594.00,flat,bull,99866.02,94012.45,0,0,0,0,sl_hit_before_tp,10.00,0.5690,1,1,45.0,55.0,0.0
91,2025-11-15T00:00:00+00:00,asia_open,1128,1152,2025-11-16T00:00:00+00:00,95596.24,bear,flat,94012.45,96846.68,0,0,0,0,sl_hit_before_tp,3.00,0.5745,1,1,35.0,0.0,65.0
92,2025-11-15T13:30:00+00:00,us_open,1141,1165,2025-11-16T13:00:00+00:00,95596.24,flat,flat,98211.00,94558.49,1,0,0,0,no_hit,24.00,0.5101,1,0,40.0,60.0,0.0
93,2025-11-16T00:00:00+00:00,asia_open,1152,1176,2025-11-17T00:00:00+00:00,94261.44,bull,bull,95513.63,93005.55,1,1,1,0,tp_hit_before_sl,2.00,0.2529,0,0,55.0,0.0,45.0
94,2025-11-16T13:30:00+00:00,us_open,1165,1189,2025-11-17T13:00:00+00:00,94261.44,bear,flat,90000.00,96289.42,0,0,0,0,no_hit,24.00,0.2240,0,1,35.0,0.0,65.0
95,2025-11-17T00:00:00+00:00,asia_open,1176,1200,2025-11-18T00:00:00+00:00,92215.14,flat,flat,94445.50,91220.00,1,1,1,0,tp_hit_before_sl,1.00,0.3343,0,0,25.0,50.0,25.0
96,2025-11-17T13:30:00+00:00,us_open,1189,1213,2025-11-18T13:00:00+00:00,92215.14,bear,bear,94445.50,91220.00,1,1,1,0,tp_hit_before_sl,1.00,0.3648,0,0,45.0,0.0,55.0
97,2025-11-18T00:00:00+00:00,asia_open,1200,1224,2025-11-19T00:00:00+00:00,92960.83,bear,bear,89253.78,93872.35,1,1,1,0,tp_hit_before_sl,4.00,0.4070,0,0,35.0,0.0,65.0
98,2025-11-18T13:30:00+00:00,us_open,1213,1237,2025-11-19T13:00:00+00:00,92960.83,bear,bear,89253.78,93872.35,1,0,0,0,no_hit,24.00,0.4553,1,0,42.0,0.0,58.0
99,2025-11-19T00:00:00+00:00,asia_open,1224,1248,2025-11-20T00:00:00+00:00,91554.96,bear,flat,90805.81,91842.14,0,0,0,0,sl_hit_before_tp,1.00,0.4397,0,1,38.0,0.0,62.0
100,2025-11-19T13:30:00+00:00,us_open,1237,1261,2025-11-20T13:00:00+00:00,91554.96,bear,flat,90825.81,91778.03,0,0,0,0,sl_hit_before_tp,1.00,0.4517,1,1,35.0,0.0,65.0
101,2025-11-20T00:00:00+00:00,asia_open,1248,1272,2025-11-21T00:00:00+00:00,86637.23,flat,bull,86814.49,86294.58,0,0,0,1,sl_hit_before_tp,6.77,0.5282,1,1,45.0,55.0,0.0
102,2025-11-20T13:30:00+00:00,us_open,1261,1285,2025-11-21T13:00:00+00:00,86637.23,flat,bear,86860.64,86041.68,0,0,0,1,sl_hit_before_tp,2.40,0.4642,1,1,48.0,52.0,0.0
103,2025-11-21T00:00:00+00:00,asia_open,1272,1296,2025-11-22T00:00:00+00:00,85129.43,flat,bear,87498.94,80600.00,0,0,0,0,sl_hit_before_tp,12.00,0.6231,1,1,0.0,50.0,50.0
104,2025-11-21T13:30:00+00:00,us_open,1285,1309,2025-11-22T13:00:00+00:00,85129.43,bear,bear,80600.00,88514.87,1,0,0,0,no_hit,24.00,0.9093,1,0,38.0,0.0,62.0
105,2025-11-22T00:00:00+00:00,asia_open,1296,1320,2025-11-23T00:00:00+00:00,84739.74,flat,flat,86366.82,83500.00,1,0,0,0,sl_hit_before_tp,10.00,0.8744,1,0,40.0,60.0,0.0
106,2025-11-22T13:30:00+00:00,us_open,1309,1333,2025-11-23T13:00:00+00:00,84739.74,flat,bull,85411.77,84521.23,0,0,0,0,sl_hit_before_tp,1.00,0.5847,1,1,40.0,60.0,0.0
107,2025-11-23T00:00:00+00:00,asia_open,1320,1344,2025-11-24T00:00:00+00:00,86830.00,flat,flat,88127.64,84667.57,1,1,1,0,tp_hit_before_sl,22.00,0.3092,0,0,47.0,53.0,0.0
108,2025-11-23T13:30:00+00:00,us_open,1333,1357,2025-11-24T13:00:00+00:00,86830.00,flat,bear,87255.81,86583.55,0,0,0,0,sl_hit_before_tp,1.00,0.3434,0,1,45.0,55.0,0.0
109,2025-11-24T00:00:00+00:00,asia_open,1344,1368,2025-11-25T00:00:00+00:00,88300.01,flat,flat,88885.78,88038.36,1,1,1,1,tp_hit_before_sl,9.61,0.3872,0,0,45.0,55.0,0.0
110,2025-11-24T13:30:00+00:00,us_open,1357,1381,2025-11-25T13:00:00+00:00,88300.01,bear,bear,88057.54,88949.17,1,1,1,0,tp_hit_before_sl,1.00,0.4178,0,0,25.0,25.0,50.0
111,2025-11-25T00:00:00+00:00,asia_open,1368,1392,2025-11-26T00:00:00+00:00,87369.96,flat,flat,87560.53,87031.07,1,0,0,1,sl_hit_before_tp,20.44,0.4544,1,0,45.0,55.0,0.0
112,2025-11-25T13:30:00+00:00,us_open,1381,1405,2025-11-26T13:00:00+00:00,87369.96,flat,flat,88039.73,87233.01,1,1,1,1,tp_hit_before_sl,18.16,0.3895,0,0,45.0,55.0,0.0
113,2025-11-26T00:00:00+00:00,asia_open,1392,1416,2025-11-27T00:00:00+00:00,90484.02,flat,flat,91111.36,90215.49,1,1,1,1,tp_hit_before_sl,2.04,0.3532,0,0,0.0,55.0,45.0
114,2025-11-26T13:30:00+00:00,us_open,1405,1429,2025-11-27T13:00:00+00:00,90484.02,flat,bull,91467.96,87926.28,0,0,0,0,sl_hit_before_tp,1.00,0.3909,0,1,45.0,55.0,0.0
115,2025-11-27T00:00:00+00:00,asia_open,1416,1440,2025-11-28T00:00:00+00:00,91333.95,flat,flat,91950.00,90089.91,1,1,1,0,tp_hit_before_sl,2.00,0.4108,0,0,28.0,44.0,28.0
116,2025-11-27T13:30:00+00:00,us_open,1429,1453,2025-11-28T13:00:00+00:00,91333.95,bull,bull,91950.00,90089.91,1,1,1,0,tp_hit_before_sl,22.00,0.3485,0,0,55.0,0.0,45.0
117,2025-11-28T00:00:00+00:00,asia_open,1440,1464,2025-11-29T00:00:00+00:00,90890.70,flat,flat,91055.49,90476.70,1,1,1,0,tp_hit_before_sl,1.00,0.2187,0,0,45.0,55.0,0.0
118,2025-11-28T13:30:00+00:00,us_open,1453,1477,2025-11-29T13:00:00+00:00,90890.70,flat,flat,91093.78,90468.20,1,1,1,0,tp_hit_before_sl,1.00,0.2768,0,0,45.0,55.0,0.0
119,2025-11-29T00:00:00+00:00,asia_open,1464,1488,2025-11-30T00:00:00+00:00,90802.44,flat,flat,91165.65,90155.47,1,1,1,0,tp_hit_before_sl,16.00,0.3482,0,0,45.0,55.0,0.0
120,2025-11-29T13:30:00+00:00,us_open,1477,1501,2025-11-30T13:00:00+00:00,90802.44,bull,bull,91165.65,90155.47,1,1,1,0,tp_hit_before_sl,3.00,0.2055,0,0,50.0,25.0,25.0
121,2025-11-30T00:00:00+00:00,asia_open,1488,1512,2025-12-01T00:00:00+00:00,90360.00,bear,bear,89927.03,90475.38,1,1,1,1,tp_hit_before_sl,22.19,0.1643,0,0,45.0,0.0,55.0
122,2025-11-30T13:30:00+00:00,us_open,1501,1525,2025-12-01T13:00:00+00:00,90360.00,bear,bear,92000.01,90336.90,1,1,1,0,tp_hit_before_sl,1.00,0.2026,0,0,45.0,0.0,55.0
123,2025-12-01T00:00:00+00:00,asia_open,1512,1536,2025-12-02T00:00:00+00:00,86286.01,flat,flat,86525.43,85769.74,1,1,1,0,tp_hit_before_sl,1.00,0.3551,0,0,45.0,55.0,0.0
124,2025-12-01T13:30:00+00:00,us_open,1525,1549,2025-12-02T13:00:00+00:00,86286.01,flat,bull,89059.63,83822.76,0,0,0,0,sl_hit_before_tp,2.00,0.4814,1,1,45.0,55.0,0.0
125,2025-12-02T00:00:00+00:00,asia_open,1536,1560,2025-12-03T00:00:00+00:00,91277.88,flat,bull,91698.15,91075.75,0,0,0,0,sl_hit_before_tp,1.00,0.4381,0,1,0.0,52.0,48.0
