signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
32,2025-10-16T13:30:00+00:00,us_open,421,445,2025-10-17T13:00:00+00:00,108194.28,bear,bear,102000.00,112301.00,1,0,0,0,no_hit,24.00,0.2888,0,0,30.0,0.0,70.0
33,2025-10-17T00:00:00+00:00,asia_open,432,456,2025-10-18T00:00:00+00:00,106431.68,bear,flat,102000.00,109240.00,0,0,0,0,sl_hit_before_tp,3.00,0.4760,1,1,35.0,0.0,65.0
34,2025-10-17T13:30:00+00:00,us_open,445,469,2025-10-18T13:00:00+00:00,106431.68,bear,bull,100000.00,109240.00,0,0,0,0,no_hit,24.00,0.5555,1,1,30.0,0.0,70.0
35,2025-10-18T00:00:00+00:00,asia_open,456,480,2025-10-19T00:00:00+00:00,107185.01,bear,flat,103528.23,108280.50,0,0,0,0,no_hit,24.00,0.4825,1,1,35.0,0.0,65.0
36,2025-10-18T13:30:00+00:00,us_open,469,493,2025-10-19T13:00:00+00:00,107185.01,bull,bull,103528.23,107499.00,1,0,0,0,sl_hit_before_tp,1.00,0.3390,0,0,65.0,0.0,35.0
37,2025-10-19T00:00:00+00:00,asia_open,480,504,2025-10-20T00:00:00+00:00,108642.78,flat,bear,109450.07,106103.36,0,0,0,0,sl_hit_before_tp,9.00,0.1921,0,1,45.0,55.0,0.0
38,2025-10-19T13:30:00+00:00,us_open,493,517,2025-10-20T13:00:00+00:00,108642.78,bull,bull,99910.00,111982.00,1,0,0,0,sl_hit_before_tp,1.00,0.2042,0,0,65.0,0.0,35.0
39,2025-10-20T00:00:00+00:00,asia_open,504,528,2025-10-21T00:00:00+00:00,110532.09,flat,flat,111705.56,108450.21,1,0,0,0,sl_hit_before_tp,1.00,0.2727,0,0,33.0,34.0,33.0
40,2025-10-20T13:30:00+00:00,us_open,517,541,2025-10-21T13:00:00+00:00,110532.09,flat,bear,110757.05,110055.76,0,0,0,1,sl_hit_before_tp,16.96,0.3056,0,1,45.0,55.0,0.0
41,2025-10-21T00:00:00+00:00,asia_open,528,552,2025-10-22T00:00:00+00:00,108297.67,flat,flat,108533.21,107835.46,1,0,0,1,sl_hit_before_tp,11.02,0.2934,0,0,35.0,65.0,0.0
42,2025-10-21T13:30:00+00:00,us_open,541,565,2025-10-22T13:00:00+00:00,108297.67,bull,bull,100000.00,114000.00,1,0,0,0,sl_hit_before_tp,1.00,0.3225,0,0,70.0,0.0,30.0
43,2025-10-22T00:00:00+00:00,asia_open,552,576,2025-10-23T00:00:00+00:00,107567.44,bear,flat,102000.00,109163.88,0,0,0,0,sl_hit_before_tp,15.00,0.6010,1,1,25.0,0.0,75.0
44,2025-10-22T13:30:00+00:00,us_open,565,589,2025-10-23T13:00:00+00:00,107567.44,bear,bull,102000.00,109163.88,0,0,0,0,sl_hit_before_tp,2.00,0.5498,1,1,35.0,0.0,65.0
45,2025-10-23T00:00:00+00:00,asia_open,576,600,2025-10-24T00:00:00+00:00,110078.18,flat,flat,111061.78,108981.80,1,0,0,0,sl_hit_before_tp,1.00,0.2701,0,0,20.0,40.0,40.0
46,2025-10-23T13:30:00+00:00,us_open,589,613,2025-10-24T13:00:00+00:00,110078.18,flat,bull,111061.78,108981.80,0,0,0,0,sl_hit_before_tp,1.00,0.2850,0,1,45.0,55.0,0.0
47,2025-10-24T00:00:00+00:00,asia_open,600,624,2025-10-25T00:00:00+00:00,111004.89,flat,flat,111881.35,110739.64,1,0,0,0,sl_hit_before_tp,1.00,0.3348,0,0,40.0,60.0,0.0
48,2025-10-24T13:30:00+00:00,us_open,613,637,2025-10-25T13:00:00+00:00,111004.89,bull,bull,112104.98,109700.01,1,0,0,0,sl_hit_before_tp,1.00,0.2719,0,0,40.0,20.0,40.0
49,2025-10-25T00:00:00+00:00,asia_open,624,648,2025-10-26T00:00:00+00:00,111646.27,flat,flat,112219.92,111325.96,1,0,0,0,sl_hit_before_tp,1.00,0.1913,0,0,33.0,34.0,33.0
50,2025-10-25T13:30:00+00:00,us_open,637,661,2025-10-26T13:00:00+00:00,111646.27,flat,bull,112463.74,111472.14,0,0,0,0,sl_hit_before_tp,2.00,0.1605,0,1,0.0,50.0,50.0
51,2025-10-26T00:00:00+00:00,asia_open,648,672,2025-10-27T00:00:00+00:00,114559.40,bull,flat,115216.67,114401.06,0,0,0,0,sl_hit_before_tp,1.00,0.1194,0,1,70.0,0.0,30.0
52,2025-10-26T13:30:00+00:00,us_open,661,685,2025-10-27T13:00:00+00:00,114559.40,bull,bull,115184.00,114409.87,1,0,0,0,sl_hit_before_tp,1.00,0.1578,0,0,60.0,0.0,40.0
53,2025-10-27T00:00:00+00:00,asia_open,672,696,2025-10-28T00:00:00+00:00,114107.65,flat,flat,114442.91,113483.04,1,0,0,1,sl_hit_before_tp,6.01,0.2075,0,0,48.0,52.0,0.0
54,2025-10-27T13:30:00+00:00,us_open,685,709,2025-10-28T13:00:00+00:00,114107.65,bull,bull,114353.09,113549.46,1,0,0,1,sl_hit_before_tp,23.04,0.2452,0,0,50.0,0.0,50.0
55,2025-10-28T00:00:00+00:00,asia_open,696,720,2025-10-29T00:00:00+00:00,112898.45,flat,bear,113260.72,112223.82,0,0,0,1,sl_hit_before_tp,11.02,0.2616,0,1,30.0,40.0,30.0
56,2025-10-28T13:30:00+00:00,us_open,709,733,2025-10-29T13:00:00+00:00,112898.45,flat,flat,113166.99,112155.45,1,0,0,1,sl_hit_before_tp,17.13,0.2503,0,0,45.0,55.0,0.0
57,2025-10-29T00:00:00+00:00,asia_open,720,744,2025-10-30T00:00:00+00:00,110021.29,flat,bull,110270.00,109539.41,0,0,0,1,sl_hit_before_tp,3.78,0.3318,0,1,48.0,52.0,0.0
58,2025-10-29T13:30:00+00:00,us_open,733,757,2025-10-30T13:00:00+00:00,110021.29,bear,bear,103528.23,110128.69,1,0,0,0,sl_hit_before_tp,1.00,0.2918,0,0,35.0,0.0,65.0
59,2025-10-30T00:00:00+00:00,asia_open,744,768,2025-10-31T00:00:00+00:00,108322.88,bear,bull,106304.34,111592.00,0,0,0,0,sl_hit_before_tp,7.00,0.3562,0,1,25.0,0.0,75.0
60,2025-10-30T13:30:00+00:00,us_open,757,781,2025-10-31T13:00:00+00:00,108322.88,bear,bull,107848.44,109215.01,0,0,0,1,sl_hit_before_tp,5.46,0.6203,1,1,40.0,0.0,60.0
61,2025-10-31T00:00:00+00:00,asia_open,768,792,2025-11-01T00:00:00+00:00,109608.01,bear,flat,106304.34,111592.00,0,0,0,0,no_hit,24.00,0.5967,1,1,40.0,0.0,60.0
62,2025-10-31T13:30:00+00:00,us_open,781,805,2025-11-01T13:00:00+00:00,109608.01,flat,flat,109922.59,109203.82,1,0,0,1,sl_hit_before_tp,4.43,0.4488,0,0,45.0,55.0,0.0
63,2025-11-01T00:00:00+00:00,asia_open,792,816,2025-11-02T00:00:00+00:00,110098.10,flat,flat,106304.34,110564.49,1,0,0,0,sl_hit_before_tp,1.00,0.3711,0,0,29.0,71.0,0.0
64,2025-11-01T13:30:00+00:00,us_open,805,829,2025-11-02T13:00:00+00:00,110098.10,bull,bull,110715.91,109929.27,1,0,0,0,sl_hit_before_tp,1.00,0.2213,0,0,55.0,0.0,45.0
65,2025-11-02T00:00:00+00:00,asia_open,816,840,2025-11-03T00:00:00+00:00,110540.68,bear,bear,113400.00,109471.34,1,0,0,0,sl_hit_before_tp,1.00,0.1395,0,0,33.0,33.0,34.0
66,2025-11-02T13:30:00+00:00,us_open,829,853,2025-11-03T13:00:00+00:00,110540.68,bear,bear,113400.00,109471.34,1,0,0,0,sl_hit_before_tp,1.00,0.1880,0,0,40.0,20.0,40.0
67,2025-11-03T00:00:00+00:00,asia_open,840,864,2025-11-04T00:00:00+00:00,106583.04,flat,flat,102000.00,110750.00,1,0,0,0,sl_hit_before_tp,1.00,0.2085,0,0,35.0,65.0,0.0
68,2025-11-03T13:30:00+00:00,us_open,853,877,2025-11-04T13:00:00+00:00,106583.04,bear,bear,105912.59,106728.70,1,0,0,0,sl_hit_before_tp,1.00,0.2490,0,0,30.0,0.0,70.0
69,2025-11-04T00:00:00+00:00,asia_open,864,888,2025-11-05T00:00:00+00:00,101497.22,bear,bear,90000.00,107299.00,1,0,0,0,sl_hit_before_tp,4.00,0.3913,0,0,30.0,0.0,70.0
70,2025-11-04T13:30:00+00:00,us_open,877,901,2025-11-05T13:00:00+00:00,101497.22,bear,bull,100414.02,101827.11,0,0,0,0,sl_hit_before_tp,1.00,0.5400,1,1,30.0,0.0,70.0
71,2025-11-05T00:00:00+00:00,asia_open,888,912,2025-11-06T00:00:00+00:00,103885.16,flat,flat,104534.74,98966.80,1,0,0,0,sl_hit_before_tp,1.00,0.6205,1,0,45.0,55.0,0.0
72,2025-11-05T13:30:00+00:00,us_open,901,925,2025-11-06T13:00:00+00:00,103885.16,flat,bear,104624.08,103626.37,0,0,0,0,sl_hit_before_tp,1.00,0.5256,1,1,45.0,55.0,0.0
73,2025-11-06T00:00:00+00:00,asia_open,912,936,2025-11-07T00:00:00+00:00,101346.04,flat,flat,100000.00,104200.00,1,0,0,0,sl_hit_before_tp,1.00,0.3073,0,0,35.0,65.0,0.0
74,2025-11-06T13:30:00+00:00,us_open,925,949,2025-11-07T13:00:00+00:00,101346.04,bear,bear,93158.00,104200.00,1,0,0,0,no_hit,24.00,0.2825,0,0,30.0,0.0,70.0
75,2025-11-07T00:00:00+00:00,asia_open,936,960,2025-11-08T00:00:00+00:00,103339.08,bear,bear,104096.36,99260.86,1,0,0,0,sl_hit_before_tp,1.00,0.3863,0,0,45.0,0.0,55.0
76,2025-11-07T13:30:00+00:00,us_open,949,973,2025-11-08T13:00:00+00:00,103339.08,bear,bear,104534.74,99260.86,1,0,0,0,sl_hit_before_tp,1.00,0.4041,0,0,45.0,0.0,55.0
77,2025-11-08T00:00:00+00:00,asia_open,960,984,2025-11-09T00:00:00+00:00,102312.94,bear,bear,101454.00,102554.47,1,0,0,0,sl_hit_before_tp,1.00,0.3927,0,0,30.0,0.0,70.0
78,2025-11-08T13:30:00+00:00,us_open,973,997,2025-11-09T13:00:00+00:00,102312.94,bull,bull,98944.36,102554.47,1,0,0,0,sl_hit_before_tp,1.00,0.2933,0,0,65.0,0.0,35.0
79,2025-11-09T00:00:00+00:00,asia_open,984,1008,2025-11-10T00:00:00+00:00,104722.96,bull,bull,107299.00,101400.00,1,0,0,0,sl_hit_before_tp,3.00,0.1698,0,0,40.0,20.0,40.0
80,2025-11-09T13:30:00+00:00,us_open,997,1021,2025-11-10T13:00:00+00:00,104722.96,flat,bull,107299.00,102674.15,0,0,0,0,no_hit,24.00,0.2005,0,1,0.0,50.0,50.0
81,2025-11-10T00:00:00+00:00,asia_open,1008,1032,2025-11-11T00:00:00+00:00,106011.13,flat,flat,107304.58,104265.02,1,0,0,0,no_hit,24.00,0.3076,0,0,45.0,55.0,0.0
82,2025-11-10T13:30:00+00:00,us_open,1021,1045,2025-11-11T13:00:00+00:00,106011.13,bear,bear,105379.86,106247.95,1,0,0,0,sl_hit_before_tp,1.00,0.3295,0,0,45.0,0.0,55.0
83,2025-11-11T00:00:00+00:00,asia_open,1032,1056,2025-11-12T00:00:00+00:00,103058.99,bear,flat,100000.00,104164.72,0,0,0,0,sl_hit_before_tp,1.00,0.3387,0,1,35.0,0.0,65.0
84,2025-11-11T13:30:00+00:00,us_open,1045,1069,2025-11-12T13:00:00+00:00,103058.99,bear,bull,100000.00,104164.72,0,0,0,0,sl_hit_before_tp,1.00,0.3543,0,1,35.0,0.0,65.0
85,2025-11-12T00:00:00+00:00,asia_open,1056,1080,2025-11-13T00:00:00+00:00,101654.37,bear,flat,98944.36,104177.22,0,0,0,0,sl_hit_before_tp,8.00,0.2825,0,1,35.0,0.0,65.0
86,2025-11-12T13:30:00+00:00,us_open,1069,1093,2025-11-13T13:00:00+00:00,101654.37,bear,bull,92500.00,103000.00,0,0,0,0,sl_hit_before_tp,1.00,0.2374,0,1,25.0,0.0,75.0
87,2025-11-13T00:00:00+00:00,asia_open,1080,1104,2025-11-14T00:00:00+00:00,99692.02,bear,bear,99112.46,99845.94,1,1,1,1,tp_hit_before_sl,1.06,0.3489,0,0,30.0,0.0,70.0
88,2025-11-13T13:30:00+00:00,us_open,1093,1117,2025-11-14T13:00:00+00:00,99692.02,bear,bear,98944.61,99934.86,1,1,1,1,tp_hit_before_sl,22.47,0.3939,0,0,25.0,0.0,75.0
89,2025-11-14T00:00:00+00:00,asia_open,1104,1128,2025-11-15T00:00:00+00:00,94594.00,bear,bull,90000.00,99866.02,0,0,0,0,sl_hit_before_tp,2.00,0.5015,1,1,30.0,0.0,70.0
90,2025-11-14T13:30:00+00:00,us_open,1117,1141,2025-11-15T13:00:00+00:00,94594.00,bear,bull,83243.00,99866.00,0,0,0,0,no_hit,24.00,0.5690,1,1,30.0,0.0,70.0
91,2025-11-15T00:00:00+00:00,asia_open,1128,1152,2025-11-16T00:00:00+00:00,95596.24,bear,flat,94012.45,96846.68,0,0,0,0,sl_hit_before_tp,3.00,0.5745,1,1,30.0,0.0,70.0
92,2025-11-15T13:30:00+00:00,us_open,1141,1165,2025-11-16T13:00:00+00:00,95596.24,bear,flat,87056.68,99866.02,0,0,0,0,no_hit,24.00,0.5101,1,1,22.0,0.0,78.0
93,2025-11-16T00:00:00+00:00,asia_open,1152,1176,2025-11-17T00:00:00+00:00,94261.44,bull,bull,94476.19,93820.04,1,1,1,0,tp_hit_before_sl,1.00,0.2529,0,0,75.0,0.0,25.0
94,2025-11-16T13:30:00+00:00,us_open,1165,1189,2025-11-17T13:00:00+00:00,94261.44,flat,flat,94563.57,93907.97,1,1,1,0,tp_hit_before_sl,1.00,0.2240,0,0,25.0,75.0,0.0
95,2025-11-17T00:00:00+00:00,asia_open,1176,1200,2025-11-18T00:00:00+00:00,92215.14,bear,flat,84777.00,96043.00,0,0,0,0,sl_hit_before_tp,14.00,0.3343,0,1,22.0,0.0,78.0
96,2025-11-17T13:30:00+00:00,us_open,1189,1213,2025-11-18T13:00:00+00:00,92215.14,bear,bear,91598.08,92364.55,1,1,1,1,tp_hit_before_sl,1.92,0.3648,0,0,20.0,0.0,80.0
97,2025-11-18T00:00:00+00:00,asia_open,1200,1224,2025-11-19T00:00:00+00:00,92960.83,bear,bear,92672.51,93507.28,1,1,1,0,tp_hit_before_sl,1.00,0.4070,0,0,30.0,0.0,70.0
98,2025-11-18T13:30:00+00:00,us_open,1213,1237,2025-11-19T13:00:00+00:00,92960.83,bear,bear,89253.78,96043.00,1,0,0,0,no_hit,24.00,0.4553,1,0,40.0,0.0,60.0
99,2025-11-19T00:00:00+00:00,asia_open,1224,1248,2025-11-20T00:00:00+00:00,91554.96,bear,flat,90867.97,91735.08,0,0,0,0,sl_hit_before_tp,1.00,0.4397,0,1,35.0,0.0,65.0
100,2025-11-19T13:30:00+00:00,us_open,1237,1261,2025-11-20T13:00:00+00:00,91554.96,bear,flat,90694.85,91832.34,0,0,0,0,sl_hit_before_tp,1.00,0.4517,1,1,30.0,0.0,70.0
101,2025-11-20T00:00:00+00:00,asia_open,1248,1272,2025-11-21T00:00:00+00:00,86637.23,bear,bull,86000.00,91554.00,0,0,0,0,sl_hit_before_tp,1.00,0.5282,1,1,30.0,0.0,70.0
102,2025-11-20T13:30:00+00:00,us_open,1261,1285,2025-11-21T13:00:00+00:00,86637.23,bear,bear,80000.00,91555.00,1,0,0,0,sl_hit_before_tp,1.00,0.4642,1,0,30.0,0.0,70.0
103,2025-11-21T00:00:00+00:00,asia_open,1272,1296,2025-11-22T00:00:00+00:00,85129.43,bear,bear,84133.81,85503.51,1,0,0,0,sl_hit_before_tp,1.00,0.6231,1,0,30.0,0.0,70.0
104,2025-11-21T13:30:00+00:00,us_open,1285,1309,2025-11-22T13:00:00+00:00,85129.43,bear,bear,80600.00,87498.94,1,0,0,0,no_hit,24.00,0.9093,1,0,35.0,0.0,65.0
105,2025-11-22T00:00:00+00:00,asia_open,1296,1320,2025-11-23T00:00:00+00:00,84739.74,bear,flat,80600.00,85620.00,0,0,0,0,no_hit,24.00,0.8744,1,1,30.0,0.0,70.0
106,2025-11-22T13:30:00+00:00,us_open,1309,1333,2025-11-23T13:00:00+00:00,84739.74,bear,bull,74571.00,87498.94,0,0,0,0,no_hit,24.00,0.5847,1,1,20.0,0.0,80.0
107,2025-11-23T00:00:00+00:00,asia_open,1320,1344,2025-11-24T00:00:00+00:00,86830.00,flat,flat,88127.64,84667.57,1,1,1,0,tp_hit_before_sl,22.00,0.3092,0,0,40.0,60.0,0.0
108,2025-11-23T13:30:00+00:00,us_open,1333,1357,2025-11-24T13:00:00+00:00,86830.00,bear,bear,86539.36,87315.35,1,1,1,0,tp_hit_before_sl,1.00,0.3434,0,0,28.0,0.0,72.0
109,2025-11-24T00:00:00+00:00,asia_open,1344,1368,2025-11-25T00:00:00+00:00,88300.01,bear,flat,80600.00,89228.00,0,0,0,0,sl_hit_before_tp,20.00,0.3872,0,1,35.0,0.0,65.0
110,2025-11-24T13:30:00+00:00,us_open,1357,1381,2025-11-25T13:00:00+00:00,88300.01,bear,bear,88041.37,88778.19,1,1,1,0,tp_hit_before_sl,1.00,0.4178,0,0,40.0,0.0,60.0
111,2025-11-25T00:00:00+00:00,asia_open,1368,1392,2025-11-26T00:00:00+00:00,87369.96,flat,flat,87671.33,86940.57,1,0,0,1,sl_hit_before_tp,12.84,0.4544,1,0,40.0,60.0,0.0
112,2025-11-25T13:30:00+00:00,us_open,1381,1405,2025-11-26T13:00:00+00:00,87369.96,flat,flat,88196.59,87063.43,1,1,1,1,tp_hit_before_sl,11.61,0.3895,0,0,18.0,82.0,0.0
113,2025-11-26T00:00:00+00:00,asia_open,1392,1416,2025-11-27T00:00:00+00:00,90484.02,flat,flat,91026.27,90231.46,1,1,1,1,tp_hit_before_sl,23.97,0.3532,0,0,45.0,55.0,0.0
114,2025-11-26T13:30:00+00:00,us_open,1405,1429,2025-11-27T13:00:00+00:00,90484.02,bull,bull,90656.08,86306.77,1,1,1,0,tp_hit_before_sl,9.00,0.3909,0,0,34.0,33.0,33.0
115,2025-11-27T00:00:00+00:00,asia_open,1416,1440,2025-11-28T00:00:00+00:00,91333.95,flat,flat,91950.00,90089.91,1,1,1,0,tp_hit_before_sl,2.00,0.4108,0,0,33.0,34.0,33.0
116,2025-11-27T13:30:00+00:00,us_open,1429,1453,2025-11-28T13:00:00+00:00,91333.95,bull,bull,91950.00,90089.91,1,1,1,0,tp_hit_before_sl,22.00,0.3485,0,0,40.0,20.0,40.0
117,2025-11-28T00:00:00+00:00,asia_open,1440,1464,2025-11-29T00:00:00+00:00,90890.70,flat,flat,93092.00,90193.00,1,1,1,0,tp_hit_before_sl,14.00,0.2187,0,0,33.0,34.0,33.0
118,2025-11-28T13:30:00+00:00,us_open,1453,1477,2025-11-29T13:00:00+00:00,90890.70,flat,flat,93092.00,90180.63,1,1,1,0,tp_hit_before_sl,1.00,0.2768,0,0,20.0,40.0,40.0
119,2025-11-29T00:00:00+00:00,asia_open,1464,1488,2025-11-30T00:00:00+00:00,90802.44,flat,flat,91165.65,90155.47,1,1,1,0,tp_hit_before_sl,16.00,0.3482,0,0,45.0,55.0,0.0
120,2025-11-29T13:30:00+00:00,us_open,1477,1501,2025-11-30T13:00:00+00:00,90802.44,flat,bull,91455.57,90597.29,0,0,0,0,sl_hit_before_tp,4.00,0.2055,0,1,40.0,60.0,0.0
121,2025-11-30T00:00:00+00:00,asia_open,1488,1512,2025-12-01T00:00:00+00:00,90360.00,bear,bear,91900.00,89591.00,1,1,1,0,tp_hit_before_sl,1.00,0.1643,0,0,45.0,0.0,55.0
122,2025-11-30T13:30:00+00:00,us_open,1501,1525,2025-12-01T13:00:00+00:00,90360.00,bear,bear,89827.06,90531.21,1,1,1,1,tp_hit_before_sl,19.66,0.2026,0,0,45.0,0.0,55.0
123,2025-12-01T00:00:00+00:00,asia_open,1512,1536,2025-12-02T00:00:00+00:00,86286.01,bear,flat,85741.33,86475.70,0,0,0,0,sl_hit_before_tp,1.00,0.3551,0,1,35.0,0.0,65.0
124,2025-12-01T13:30:00+00:00,us_open,1525,1549,2025-12-02T13:00:00+00:00,86286.01,bear,bull,85452.79,86582.70,0,0,0,0,sl_hit_before_tp,1.00,0.4814,1,1,40.0,0.0,60.0
125,2025-12-02T00:00:00+00:00,asia_open,1536,1560,2025-12-03T00:00:00+00:00,91277.88,flat,bull,92307.65,89521.46,0,0,0,0,sl_hit_before_tp,1.00,0.4381,0,1,0.0,55.0,45.0
