signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
50,2025-10-25T13:30:00+00:00,us_open,637,661,2025-10-26T13:00:00+00:00,111680.91,bull,bull,112127.63,0.00,1,1,1,0,tp_hit_before_sl,20.00,0.1605,0,0,100.0,0.0,0.0
51,2025-10-26T00:00:00+00:00,asia_open,648,672,2025-10-27T00:00:00+00:00,111715.98,flat,bull,112325.21,111388.05,0,0,0,0,sl_hit_before_tp,3.00,0.1194,0,1,0.0,50.0,50.0
52,2025-10-26T13:30:00+00:00,us_open,661,685,2025-10-27T13:00:00+00:00,113711.53,bull,bull,114166.38,0.00,1,1,1,0,tp_hit_before_sl,9.00,0.1578,0,0,50.0,0.0,50.0
53,2025-10-27T00:00:00+00:00,asia_open,672,696,2025-10-28T00:00:00+00:00,114767.29,bear,bear,115226.36,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2075,0,0,50.0,0.0,50.0
54,2025-10-27T13:30:00+00:00,us_open,685,709,2025-10-28T13:00:00+00:00,115264.28,flat,flat,115725.34,0.00,1,1,1,0,tp_hit_before_sl,5.00,0.2452,0,0,0.0,50.0,50.0
55,2025-10-28T00:00:00+00:00,asia_open,696,720,2025-10-29T00:00:00+00:00,113961.67,bear,bear,114417.52,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2616,0,0,50.0,0.0,50.0
56,2025-10-28T13:30:00+00:00,us_open,709,733,2025-10-29T13:00:00+00:00,115522.90,flat,bear,116222.87,115165.26,0,0,0,0,sl_hit_before_tp,1.00,0.2503,0,1,0.0,100.0,0.0
57,2025-10-29T00:00:00+00:00,asia_open,720,744,2025-10-30T00:00:00+00:00,112442.88,bear,bear,112892.65,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3318,0,0,0.0,0.0,100.0
58,2025-10-29T13:30:00+00:00,us_open,733,757,2025-10-30T13:00:00+00:00,112873.07,bear,bear,113324.56,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2918,0,0,0.0,0.0,100.0
59,2025-10-30T00:00:00+00:00,asia_open,744,768,2025-10-31T00:00:00+00:00,110559.48,bear,bear,111001.72,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3562,0,0,0.0,0.0,100.0
60,2025-10-30T13:30:00+00:00,us_open,757,781,2025-10-31T13:00:00+00:00,107627.16,flat,bull,107936.46,107157.04,0,0,0,1,sl_hit_before_tp,15.38,0.6203,1,1,0.0,100.0,0.0
61,2025-10-31T00:00:00+00:00,asia_open,768,792,2025-11-01T00:00:00+00:00,109317.21,flat,flat,109754.48,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.5967,1,0,0.0,50.0,50.0
62,2025-10-31T13:30:00+00:00,us_open,781,805,2025-11-01T13:00:00+00:00,110157.54,flat,flat,110598.17,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.4488,0,0,0.0,100.0,0.0
63,2025-11-01T00:00:00+00:00,asia_open,792,816,2025-11-02T00:00:00+00:00,109730.78,flat,flat,110169.70,0.00,1,1,1,0,tp_hit_before_sl,3.00,0.3711,0,0,0.0,100.0,0.0
64,2025-11-01T13:30:00+00:00,us_open,805,829,2025-11-02T13:00:00+00:00,109946.27,flat,bull,110965.34,109770.81,0,0,0,0,sl_hit_before_tp,1.00,0.2213,0,1,0.0,100.0,0.0
65,2025-11-02T00:00:00+00:00,asia_open,816,840,2025-11-03T00:00:00+00:00,109974.09,flat,flat,110413.99,0.00,1,1,1,0,tp_hit_before_sl,4.00,0.1395,0,0,0.0,50.0,50.0
66,2025-11-02T13:30:00+00:00,us_open,829,853,2025-11-03T13:00:00+00:00,110568.65,bear,bear,111010.92,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.1880,0,0,0.0,0.0,100.0
67,2025-11-03T00:00:00+00:00,asia_open,840,864,2025-11-04T00:00:00+00:00,109757.11,bear,bear,110196.14,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2085,0,0,0.0,0.0,100.0
68,2025-11-03T13:30:00+00:00,us_open,853,877,2025-11-04T13:00:00+00:00,107908.68,flat,bear,108340.31,0.00,0,0,0,0,no_hit,24.00,0.2490,0,1,0.0,100.0,0.0
69,2025-11-04T00:00:00+00:00,asia_open,864,888,2025-11-05T00:00:00+00:00,106471.45,flat,bear,107442.59,106242.08,0,0,0,0,sl_hit_before_tp,3.00,0.3913,0,1,0.0,100.0,0.0
70,2025-11-04T13:30:00+00:00,us_open,877,901,2025-11-05T13:00:00+00:00,103924.25,flat,bear,104810.55,103551.96,0,0,0,0,sl_hit_before_tp,1.00,0.5400,1,1,0.0,50.0,50.0
71,2025-11-05T00:00:00+00:00,asia_open,888,912,2025-11-06T00:00:00+00:00,100564.30,flat,bull,101070.77,100255.14,0,0,0,0,sl_hit_before_tp,1.00,0.6205,1,1,0.0,100.0,0.0
72,2025-11-05T13:30:00+00:00,us_open,901,925,2025-11-06T13:00:00+00:00,102985.91,flat,flat,103397.85,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.5256,1,0,0.0,50.0,50.0
73,2025-11-06T00:00:00+00:00,asia_open,912,936,2025-11-07T00:00:00+00:00,103677.72,flat,bear,104553.69,103313.83,0,0,0,0,sl_hit_before_tp,1.00,0.3073,0,1,0.0,100.0,0.0
74,2025-11-06T13:30:00+00:00,us_open,925,949,2025-11-07T13:00:00+00:00,103319.71,flat,bear,103732.99,0.00,0,0,0,0,no_hit,24.00,0.2825,0,1,0.0,100.0,0.0
75,2025-11-07T00:00:00+00:00,asia_open,936,960,2025-11-08T00:00:00+00:00,101479.78,flat,bull,102188.38,101325.62,0,0,0,0,sl_hit_before_tp,1.00,0.3863,0,1,0.0,100.0,0.0
76,2025-11-07T13:30:00+00:00,us_open,949,973,2025-11-08T13:00:00+00:00,100347.35,flat,bull,101146.17,100163.42,0,0,0,0,sl_hit_before_tp,1.00,0.4041,0,1,0.0,100.0,0.0
77,2025-11-08T00:00:00+00:00,asia_open,960,984,2025-11-09T00:00:00+00:00,102713.15,flat,bear,103412.00,102381.96,0,0,0,0,sl_hit_before_tp,5.00,0.3927,0,1,0.0,100.0,0.0
78,2025-11-08T13:30:00+00:00,us_open,973,997,2025-11-09T13:00:00+00:00,101804.63,flat,bull,102462.13,101616.10,0,0,0,0,sl_hit_before_tp,1.00,0.2933,0,1,0.0,100.0,0.0
79,2025-11-09T00:00:00+00:00,asia_open,984,1008,2025-11-10T00:00:00+00:00,101797.74,bull,bull,102204.93,0.00,1,1,1,0,tp_hit_before_sl,11.00,0.1698,0,0,100.0,0.0,0.0
80,2025-11-09T13:30:00+00:00,us_open,997,1021,2025-11-10T13:00:00+00:00,102911.39,flat,bull,103148.05,102450.56,0,0,0,1,sl_hit_before_tp,7.16,0.2005,0,1,0.0,50.0,50.0
81,2025-11-10T00:00:00+00:00,asia_open,1008,1032,2025-11-11T00:00:00+00:00,106314.96,flat,flat,106585.74,105873.74,1,1,1,0,tp_hit_before_sl,1.00,0.3076,0,0,0.0,50.0,50.0
82,2025-11-10T13:30:00+00:00,us_open,1021,1045,2025-11-11T13:00:00+00:00,106548.02,flat,bear,107510.98,106344.07,0,0,0,0,sl_hit_before_tp,1.00,0.3295,0,1,0.0,50.0,50.0
83,2025-11-11T00:00:00+00:00,asia_open,1032,1056,2025-11-12T00:00:00+00:00,106139.83,flat,bear,106439.69,105480.44,0,0,0,1,sl_hit_before_tp,16.29,0.3387,0,1,0.0,100.0,0.0
84,2025-11-11T13:30:00+00:00,us_open,1045,1069,2025-11-12T13:00:00+00:00,104390.92,bull,bull,104808.48,0.00,1,1,1,0,tp_hit_before_sl,20.00,0.3543,0,0,100.0,0.0,0.0
85,2025-11-12T00:00:00+00:00,asia_open,1056,1080,2025-11-13T00:00:00+00:00,102885.99,bear,bear,103297.53,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2825,0,0,0.0,0.0,100.0
86,2025-11-12T13:30:00+00:00,us_open,1069,1093,2025-11-13T13:00:00+00:00,105039.99,flat,bear,105460.15,0.00,0,0,0,0,no_hit,24.00,0.2374,0,1,0.0,50.0,50.0
87,2025-11-13T00:00:00+00:00,asia_open,1080,1104,2025-11-14T00:00:00+00:00,101854.58,flat,bear,102674.36,101623.44,0,0,0,0,sl_hit_before_tp,3.00,0.3489,0,1,0.0,50.0,50.0
88,2025-11-13T13:30:00+00:00,us_open,1093,1117,2025-11-14T13:00:00+00:00,102326.48,bear,bear,102735.79,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3939,0,0,0.0,0.0,100.0
89,2025-11-14T00:00:00+00:00,asia_open,1104,1128,2025-11-15T00:00:00+00:00,98973.95,flat,bear,99871.62,98648.08,0,0,0,0,sl_hit_before_tp,4.00,0.5015,1,1,0.0,100.0,0.0
90,2025-11-14T13:30:00+00:00,us_open,1117,1141,2025-11-15T13:00:00+00:00,95243.95,flat,bull,95849.61,94970.96,0,0,0,0,sl_hit_before_tp,1.00,0.5690,1,1,0.0,100.0,0.0
91,2025-11-15T00:00:00+00:00,asia_open,1128,1152,2025-11-16T00:00:00+00:00,95149.35,flat,flat,95529.95,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.5745,1,0,0.0,100.0,0.0
92,2025-11-15T13:30:00+00:00,us_open,1141,1165,2025-11-16T13:00:00+00:00,96370.16,flat,bear,96755.64,0.00,0,0,0,0,no_hit,24.00,0.5101,1,1,0.0,100.0,0.0
93,2025-11-16T00:00:00+00:00,asia_open,1152,1176,2025-11-17T00:00:00+00:00,95362.00,flat,flat,95743.45,0.00,1,1,1,0,tp_hit_before_sl,2.00,0.2529,0,0,0.0,50.0,50.0
94,2025-11-16T13:30:00+00:00,us_open,1165,1189,2025-11-17T13:00:00+00:00,95420.44,flat,bear,96086.30,95175.81,0,0,0,0,sl_hit_before_tp,2.00,0.2240,0,1,0.0,100.0,0.0
95,2025-11-17T00:00:00+00:00,asia_open,1176,1200,2025-11-18T00:00:00+00:00,95290.01,flat,bear,96035.19,95114.67,0,0,0,0,sl_hit_before_tp,1.00,0.3343,0,1,0.0,100.0,0.0
96,2025-11-17T13:30:00+00:00,us_open,1189,1213,2025-11-18T13:00:00+00:00,93959.79,flat,bear,94569.48,93762.80,0,0,0,0,sl_hit_before_tp,1.00,0.3648,0,1,0.0,100.0,0.0
97,2025-11-18T00:00:00+00:00,asia_open,1200,1224,2025-11-19T00:00:00+00:00,92169.86,flat,flat,92538.54,0.00,1,1,1,0,tp_hit_before_sl,15.00,0.4070,0,0,0.0,100.0,0.0
98,2025-11-18T13:30:00+00:00,us_open,1213,1237,2025-11-19T13:00:00+00:00,91476.56,flat,flat,91842.47,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.4553,1,0,0.0,100.0,0.0
99,2025-11-19T00:00:00+00:00,asia_open,1224,1248,2025-11-20T00:00:00+00:00,92416.51,bear,bear,92786.18,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.4397,0,0,0.0,0.0,100.0
100,2025-11-19T13:30:00+00:00,us_open,1237,1261,2025-11-20T13:00:00+00:00,91405.02,flat,flat,91770.64,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.4517,1,0,0.0,100.0,0.0
101,2025-11-20T00:00:00+00:00,asia_open,1248,1272,2025-11-21T00:00:00+00:00,91891.32,flat,bear,92064.80,91523.87,0,0,0,1,sl_hit_before_tp,19.55,0.5282,1,1,0.0,100.0,0.0
102,2025-11-20T13:30:00+00:00,us_open,1261,1285,2025-11-21T13:00:00+00:00,91529.36,flat,bear,91895.48,0.00,0,0,0,0,no_hit,24.00,0.4642,1,1,0.0,100.0,0.0
103,2025-11-21T00:00:00+00:00,asia_open,1272,1296,2025-11-22T00:00:00+00:00,87285.24,flat,bear,87634.38,0.00,0,0,0,0,no_hit,24.00,0.6231,1,1,0.0,100.0,0.0
104,2025-11-21T13:30:00+00:00,us_open,1285,1309,2025-11-22T13:00:00+00:00,84115.28,flat,flat,84451.74,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.9093,1,0,0.0,100.0,0.0
105,2025-11-22T00:00:00+00:00,asia_open,1296,1320,2025-11-23T00:00:00+00:00,84739.93,flat,flat,85078.89,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.8744,1,0,0.0,50.0,50.0
106,2025-11-22T13:30:00+00:00,us_open,1309,1333,2025-11-23T13:00:00+00:00,83947.89,flat,bull,84197.21,83392.24,0,0,0,1,sl_hit_before_tp,15.73,0.5847,1,1,0.0,100.0,0.0
107,2025-11-23T00:00:00+00:00,asia_open,1320,1344,2025-11-24T00:00:00+00:00,84971.74,flat,bull,85237.09,84481.32,0,0,0,1,sl_hit_before_tp,8.09,0.3092,0,1,0.0,50.0,50.0
108,2025-11-23T13:30:00+00:00,us_open,1333,1357,2025-11-24T13:00:00+00:00,86928.31,bear,bear,87276.02,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3434,0,0,50.0,0.0,50.0
109,2025-11-24T00:00:00+00:00,asia_open,1344,1368,2025-11-25T00:00:00+00:00,86740.64,flat,bull,87290.34,86514.43,0,0,0,0,sl_hit_before_tp,1.00,0.3872,0,1,0.0,50.0,50.0
110,2025-11-24T13:30:00+00:00,us_open,1357,1381,2025-11-25T13:00:00+00:00,86160.00,bull,bull,86504.64,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.4178,0,0,100.0,0.0,0.0
111,2025-11-25T00:00:00+00:00,asia_open,1368,1392,2025-11-26T00:00:00+00:00,88100.00,flat,bear,88930.84,87877.67,0,0,0,0,sl_hit_before_tp,1.00,0.4544,1,1,0.0,100.0,0.0
112,2025-11-25T13:30:00+00:00,us_open,1381,1405,2025-11-26T13:00:00+00:00,87083.01,flat,flat,87431.34,0.00,1,1,1,0,tp_hit_before_sl,4.00,0.3895,0,0,0.0,50.0,50.0
113,2025-11-26T00:00:00+00:00,asia_open,1392,1416,2025-11-27T00:00:00+00:00,87573.51,bull,bull,87923.80,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3532,0,0,50.0,0.0,50.0
114,2025-11-26T13:30:00+00:00,us_open,1405,1429,2025-11-27T13:00:00+00:00,87128.51,bull,bull,87477.02,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.3909,0,0,50.0,0.0,50.0
115,2025-11-27T00:00:00+00:00,asia_open,1416,1440,2025-11-28T00:00:00+00:00,90485.85,flat,bull,90652.70,90148.13,0,0,0,1,sl_hit_before_tp,15.12,0.4108,0,1,0.0,50.0,50.0
116,2025-11-27T13:30:00+00:00,us_open,1429,1453,2025-11-28T13:00:00+00:00,90852.78,flat,bull,91640.04,90594.49,0,0,0,0,sl_hit_before_tp,1.00,0.3485,0,1,0.0,100.0,0.0
117,2025-11-28T00:00:00+00:00,asia_open,1440,1464,2025-11-29T00:00:00+00:00,91207.34,flat,flat,91572.17,0.00,1,1,1,0,tp_hit_before_sl,5.00,0.2187,0,0,0.0,50.0,50.0
118,2025-11-28T13:30:00+00:00,us_open,1453,1477,2025-11-29T13:00:00+00:00,92377.01,flat,bear,93076.09,92054.51,0,0,0,0,sl_hit_before_tp,1.00,0.2768,0,1,0.0,100.0,0.0
119,2025-11-29T00:00:00+00:00,asia_open,1464,1488,2025-11-30T00:00:00+00:00,90884.01,flat,flat,91084.28,90447.50,1,1,1,0,tp_hit_before_sl,1.00,0.3482,0,0,0.0,100.0,0.0
120,2025-11-29T13:30:00+00:00,us_open,1477,1501,2025-11-30T13:00:00+00:00,90783.17,bull,bull,91146.30,0.00,1,1,1,0,tp_hit_before_sl,3.00,0.2055,0,0,100.0,0.0,0.0
121,2025-11-30T00:00:00+00:00,asia_open,1488,1512,2025-12-01T00:00:00+00:00,90893.94,flat,bear,91592.27,90701.97,0,0,0,0,sl_hit_before_tp,3.00,0.1643,0,1,0.0,100.0,0.0
122,2025-11-30T13:30:00+00:00,us_open,1501,1525,2025-12-01T13:00:00+00:00,91769.99,bear,bear,92137.07,0.00,1,1,1,0,tp_hit_before_sl,1.00,0.2026,0,0,50.0,0.0,50.0
123,2025-12-01T00:00:00+00:00,asia_open,1512,1536,2025-12-02T00:00:00+00:00,87000.00,flat,bear,87764.86,86684.58,0,0,0,0,sl_hit_before_tp,2.00,0.3551,0,1,0.0,50.0,50.0
124,2025-12-01T13:30:00+00:00,us_open,1525,1549,2025-12-02T13:00:00+00:00,85986.85,flat,bull,86742.07,85718.28,0,0,0,0,sl_hit_before_tp,2.00,0.4814,1,1,0.0,100.0,0.0
125,2025-12-02T00:00:00+00:00,asia_open,1536,1560,2025-12-03T00:00:00+00:00,86513.33,flat,bull,86722.60,86196.07,0,0,0,1,sl_hit_before_tp,12.23,0.4381,0,1,0.0,100.0,0.0
