signal_id,signal_time_utc,session_tag,entry_candle_idx,horizon_candle_idx,horizon_end_utc,current_price,predicted_trend,true_trend,tp,sl,trend_success,tp_before_sl,level_success,level_forced,outcome,time_to_outcome_hours,volatility_score,is_high_volatility,error_injected,confidence_bull,confidence_flat,confidence_bear
13,2025-10-07T00:00:00+00:00,asia_open,192,216,2025-10-08T00:00:00+00:00,121332.95,bear,bull,115023.00,123048.37,0,0,0,0,sl_hit_before_tp,1.00,0.2603,0,1,25.0,0.0,75.0
14,2025-10-07T13:30:00+00:00,us_open,205,229,2025-10-08T13:00:00+00:00,121332.95,bull,bull,125126.00,120574.94,1,0,0,0,sl_hit_before_tp,5.00,0.2640,0,0,35.0,30.0,35.0
15,2025-10-08T00:00:00+00:00,asia_open,216,240,2025-10-09T00:00:00+00:00,123306.00,flat,flat,126199.00,120574.00,1,0,0,0,no_hit,24.00,0.3170,0,0,0.0,70.0,30.0
16,2025-10-08T13:30:00+00:00,us_open,229,253,2025-10-09T13:00:00+00:00,123306.00,bull,bear,125126.00,120574.94,0,0,0,0,no_hit,24.00,0.3246,0,1,70.0,0.0,30.0
17,2025-10-09T00:00:00+00:00,asia_open,240,264,2025-10-10T00:00:00+00:00,121662.40,flat,flat,121954.54,120998.17,1,0,0,1,sl_hit_before_tp,21.12,0.2935,0,0,20.0,40.0,40.0
18,2025-10-09T13:30:00+00:00,us_open,253,277,2025-10-10T13:00:00+00:00,121662.40,flat,flat,123762.94,119651.47,1,0,0,0,sl_hit_before_tp,4.00,0.3593,0,0,20.0,40.0,40.0
19,2025-10-10T00:00:00+00:00,asia_open,264,288,2025-10-11T00:00:00+00:00,112774.50,flat,flat,99241.00,122550.00,1,0,0,0,sl_hit_before_tp,1.00,0.3865,0,0,28.0,72.0,0.0
20,2025-10-10T13:30:00+00:00,us_open,277,301,2025-10-11T13:00:00+00:00,112774.50,bear,bear,102000.00,114266.00,1,0,0,0,sl_hit_before_tp,1.00,0.2934,0,0,30.0,0.0,70.0
21,2025-10-11T00:00:00+00:00,asia_open,288,312,2025-10-12T00:00:00+00:00,110644.40,bear,bear,102000.00,113322.39,1,0,0,0,sl_hit_before_tp,3.00,0.4566,0,0,25.0,0.0,75.0
22,2025-10-11T13:30:00+00:00,us_open,301,325,2025-10-12T13:00:00+00:00,110644.40,bear,bull,102000.00,113322.39,0,0,0,0,no_hit,24.00,0.7052,1,1,40.0,0.0,60.0
23,2025-10-12T00:00:00+00:00,asia_open,312,336,2025-10-13T00:00:00+00:00,114958.80,flat,flat,115017.34,114408.36,1,0,0,0,sl_hit_before_tp,1.00,0.5366,1,0,48.0,52.0,0.0
24,2025-10-12T13:30:00+00:00,us_open,325,349,2025-10-13T13:00:00+00:00,114958.80,flat,flat,116008.24,114726.49,1,0,0,0,sl_hit_before_tp,1.00,0.3209,0,0,45.0,55.0,0.0
25,2025-10-13T00:00:00+00:00,asia_open,336,360,2025-10-14T00:00:00+00:00,115166.00,flat,flat,116206.00,113616.50,1,0,0,0,sl_hit_before_tp,11.00,0.3358,0,0,48.0,52.0,0.0
26,2025-10-13T13:30:00+00:00,us_open,349,373,2025-10-14T13:00:00+00:00,115166.00,bear,bear,114478.07,115439.45,1,0,0,0,sl_hit_before_tp,1.00,0.3598,0,0,40.0,0.0,60.0
27,2025-10-14T00:00:00+00:00,asia_open,360,384,2025-10-15T00:00:00+00:00,113028.14,bear,flat,103866.00,115409.96,0,0,0,0,no_hit,24.00,0.3119,0,1,20.0,0.0,80.0
28,2025-10-14T13:30:00+00:00,us_open,373,397,2025-10-15T13:00:00+00:00,113028.14,bear,bear,109866.00,115409.96,1,0,0,0,no_hit,24.00,0.3599,0,0,30.0,0.0,70.0
29,2025-10-15T00:00:00+00:00,asia_open,384,408,2025-10-16T00:00:00+00:00,110763.28,flat,flat,102000.00,115410.00,1,0,0,0,sl_hit_before_tp,1.00,0.3694,0,0,25.0,75.0,0.0
30,2025-10-15T13:30:00+00:00,us_open,397,421,2025-10-16T13:00:00+00:00,110763.28,flat,flat,102000.00,113867.00,1,0,0,0,sl_hit_before_tp,1.00,0.2836,0,0,30.0,70.0,0.0
31,2025-10-16T00:00:00+00:00,asia_open,408,432,2025-10-17T00:00:00+00:00,108194.28,bull,bull,102000.00,112301.30,1,0,0,0,sl_hit_before_tp,1.00,0.2283,0,0,72.0,0.0,28.0
32,2025-10-16T13:30:00+00:00,us_open,421,445,2025-10-17T13:00:00+00:00,108194.28,bear,bear,98457.00,112301.30,1,0,0,0,no_hit,24.00,0.2888,0,0,30.0,0.0,70.0
33,2025-10-17T00:00:00+00:00,asia_open,432,456,2025-10-18T00:00:00+00:00,106431.68,bear,flat,97837.00,109115.23,0,0,0,0,sl_hit_before_tp,3.00,0.4760,1,1,20.0,0.0,80.0
34,2025-10-17T13:30:00+00:00,us_open,445,469,2025-10-18T13:00:00+00:00,106431.68,bear,bull,97878.00,110057.00,0,0,0,0,no_hit,24.00,0.5555,1,1,25.0,0.0,75.0
35,2025-10-18T00:00:00+00:00,asia_open,456,480,2025-10-19T00:00:00+00:00,107185.01,bear,flat,103528.23,108280.50,0,0,0,0,no_hit,24.00,0.4825,1,1,20.0,0.0,80.0
36,2025-10-18T13:30:00+00:00,us_open,469,493,2025-10-19T13:00:00+00:00,107185.01,bull,bull,98529.00,113000.00,1,0,0,0,sl_hit_before_tp,1.00,0.3390,0,0,75.0,0.0,25.0
37,2025-10-19T00:00:00+00:00,asia_open,480,504,2025-10-20T00:00:00+00:00,108642.78,bear,bear,103210.64,109450.07,1,0,0,0,sl_hit_before_tp,18.00,0.1921,0,0,30.0,0.0,70.0
38,2025-10-19T13:30:00+00:00,us_open,493,517,2025-10-20T13:00:00+00:00,108642.78,bull,bull,102000.00,111982.45,1,0,0,0,sl_hit_before_tp,1.00,0.2042,0,0,70.0,0.0,30.0
39,2025-10-20T00:00:00+00:00,asia_open,504,528,2025-10-21T00:00:00+00:00,110532.09,bear,flat,103528.23,111705.56,0,0,0,0,sl_hit_before_tp,15.00,0.2727,0,1,30.0,0.0,70.0
40,2025-10-20T13:30:00+00:00,us_open,517,541,2025-10-21T13:00:00+00:00,110532.09,bear,bear,109968.61,110715.76,1,0,0,0,sl_hit_before_tp,1.00,0.3056,0,0,48.0,0.0,52.0
41,2025-10-21T00:00:00+00:00,asia_open,528,552,2025-10-22T00:00:00+00:00,108297.67,flat,flat,108634.98,107785.53,1,0,0,1,sl_hit_before_tp,12.72,0.2934,0,0,20.0,80.0,0.0
42,2025-10-21T13:30:00+00:00,us_open,541,565,2025-10-22T13:00:00+00:00,108297.67,bear,bull,100717.00,108875.73,0,0,0,0,sl_hit_before_tp,1.00,0.3225,0,1,20.0,0.0,80.0
43,2025-10-22T00:00:00+00:00,asia_open,552,576,2025-10-23T00:00:00+00:00,107567.44,bear,flat,101114.00,109163.88,0,0,0,0,sl_hit_before_tp,15.00,0.6010,1,1,30.0,0.0,70.0
44,2025-10-22T13:30:00+00:00,us_open,565,589,2025-10-23T13:00:00+00:00,107567.44,bear,bull,98881.24,109163.88,0,0,0,0,sl_hit_before_tp,2.00,0.5498,1,1,30.0,0.0,70.0
45,2025-10-23T00:00:00+00:00,asia_open,576,600,2025-10-24T00:00:00+00:00,110078.18,flat,flat,110755.79,109906.38,1,0,0,0,sl_hit_before_tp,1.00,0.2701,0,0,33.0,34.0,33.0
46,2025-10-23T13:30:00+00:00,us_open,589,613,2025-10-24T13:00:00+00:00,110078.18,bull,bull,110750.35,109913.60,1,0,0,0,sl_hit_before_tp,1.00,0.2850,0,0,50.0,0.0,50.0
47,2025-10-24T00:00:00+00:00,asia_open,600,624,2025-10-25T00:00:00+00:00,111004.89,flat,flat,114000.00,109700.01,1,0,0,0,sl_hit_before_tp,14.00,0.3348,0,0,45.0,55.0,0.0
48,2025-10-24T13:30:00+00:00,us_open,613,637,2025-10-25T13:00:00+00:00,111004.89,flat,bull,112104.98,109700.01,0,0,0,0,sl_hit_before_tp,1.00,0.2719,0,1,45.0,55.0,0.0
49,2025-10-25T00:00:00+00:00,asia_open,624,648,2025-10-26T00:00:00+00:00,111646.27,flat,flat,112105.00,110276.06,1,0,0,0,no_hit,24.00,0.1913,0,0,48.0,52.0,0.0
50,2025-10-25T13:30:00+00:00,us_open,637,661,2025-10-26T13:00:00+00:00,111646.27,flat,bull,114035.00,110276.06,0,0,0,0,no_hit,24.00,0.1605,0,1,45.0,55.0,0.0
51,2025-10-26T00:00:00+00:00,asia_open,648,672,2025-10-27T00:00:00+00:00,114559.40,bull,flat,121157.00,111260.45,0,0,0,0,sl_hit_before_tp,3.00,0.1194,0,1,70.0,0.0,30.0
52,2025-10-26T13:30:00+00:00,us_open,661,685,2025-10-27T13:00:00+00:00,114559.40,bull,bull,123538.10,111431.15,1,0,0,0,no_hit,24.00,0.1578,0,0,70.0,0.0,30.0
53,2025-10-27T00:00:00+00:00,asia_open,672,696,2025-10-28T00:00:00+00:00,114107.65,flat,flat,114433.93,113443.33,1,0,0,1,sl_hit_before_tp,3.87,0.2075,0,0,48.0,52.0,0.0
54,2025-10-27T13:30:00+00:00,us_open,685,709,2025-10-28T13:00:00+00:00,114107.65,flat,bull,114467.01,113324.94,0,0,0,1,sl_hit_before_tp,17.93,0.2452,0,1,48.0,52.0,0.0
55,2025-10-28T00:00:00+00:00,asia_open,696,720,2025-10-29T00:00:00+00:00,112898.45,bear,bear,112247.85,113069.54,1,0,0,0,sl_hit_before_tp,1.00,0.2616,0,0,33.0,33.0,34.0
56,2025-10-28T13:30:00+00:00,us_open,709,733,2025-10-29T13:00:00+00:00,112898.45,flat,flat,113271.61,112195.72,1,0,0,1,sl_hit_before_tp,6.03,0.2503,0,0,48.0,52.0,0.0
57,2025-10-29T00:00:00+00:00,asia_open,720,744,2025-10-30T00:00:00+00:00,110021.29,bull,bull,110283.77,109411.08,1,0,0,1,sl_hit_before_tp,11.18,0.3318,0,0,52.0,0.0,48.0
58,2025-10-29T13:30:00+00:00,us_open,733,757,2025-10-30T13:00:00+00:00,110021.29,bear,bear,110128.69,109200.00,1,0,0,0,sl_hit_before_tp,1.00,0.2918,0,0,33.0,33.0,34.0
59,2025-10-30T00:00:00+00:00,asia_open,744,768,2025-10-31T00:00:00+00:00,108322.88,bull,bull,100000.00,111592.00,1,0,0,0,sl_hit_before_tp,1.00,0.3562,0,0,70.0,0.0,30.0
60,2025-10-30T13:30:00+00:00,us_open,757,781,2025-10-31T13:00:00+00:00,108322.88,bear,bull,107849.87,109453.87,0,0,0,1,sl_hit_before_tp,12.15,0.6203,1,1,35.0,0.0,65.0
61,2025-10-31T00:00:00+00:00,asia_open,768,792,2025-11-01T00:00:00+00:00,109608.01,bear,flat,102000.00,116400.00,0,0,0,0,no_hit,24.00,0.5967,1,1,30.0,0.0,70.0
62,2025-10-31T13:30:00+00:00,us_open,781,805,2025-11-01T13:00:00+00:00,109608.01,flat,flat,109938.26,109134.42,1,1,1,0,tp_hit_before_sl,1.00,0.4488,0,0,30.0,70.0,0.0
63,2025-11-01T00:00:00+00:00,asia_open,792,816,2025-11-02T00:00:00+00:00,110098.10,flat,flat,110564.49,109394.81,1,1,1,0,tp_hit_before_sl,4.00,0.3711,0,0,45.0,55.0,0.0
64,2025-11-01T13:30:00+00:00,us_open,805,829,2025-11-02T13:00:00+00:00,110098.10,bull,bull,110337.87,109522.12,1,1,1,0,tp_hit_before_sl,2.00,0.2213,0,0,75.0,0.0,25.0
65,2025-11-02T00:00:00+00:00,asia_open,816,840,2025-11-03T00:00:00+00:00,110540.68,bear,bear,110331.69,110989.76,1,1,1,0,tp_hit_before_sl,1.00,0.1395,0,0,48.0,0.0,52.0
66,2025-11-02T13:30:00+00:00,us_open,829,853,2025-11-03T13:00:00+00:00,110540.68,bear,bear,111592.00,109514.09,1,1,1,0,tp_hit_before_sl,1.00,0.1880,0,0,48.0,0.0,52.0
67,2025-11-03T00:00:00+00:00,asia_open,840,864,2025-11-04T00:00:00+00:00,106583.04,flat,flat,106813.66,106055.24,1,1,1,0,tp_hit_before_sl,1.00,0.2085,0,0,20.0,80.0,0.0
68,2025-11-03T13:30:00+00:00,us_open,853,877,2025-11-04T13:00:00+00:00,106583.04,bear,bear,105999.37,106807.77,1,1,1,1,tp_hit_before_sl,7.87,0.2490,0,0,28.0,0.0,72.0
69,2025-11-04T00:00:00+00:00,asia_open,864,888,2025-11-05T00:00:00+00:00,101497.22,bear,bear,100790.54,101743.75,1,1,1,1,tp_hit_before_sl,19.36,0.3913,0,0,35.0,0.0,65.0
70,2025-11-04T13:30:00+00:00,us_open,877,901,2025-11-05T13:00:00+00:00,101497.22,bear,bull,100425.60,101865.62,0,0,0,0,sl_hit_before_tp,1.00,0.5400,1,1,30.0,0.0,70.0
71,2025-11-05T00:00:00+00:00,asia_open,888,912,2025-11-06T00:00:00+00:00,103885.16,flat,flat,105875.29,98966.80,1,0,0,0,sl_hit_before_tp,1.00,0.6205,1,0,45.0,55.0,0.0
72,2025-11-05T13:30:00+00:00,us_open,901,925,2025-11-06T13:00:00+00:00,103885.16,bear,bear,95533.95,107299.00,1,0,0,0,no_hit,24.00,0.5256,1,0,25.0,0.0,75.0
73,2025-11-06T00:00:00+00:00,asia_open,912,936,2025-11-07T00:00:00+00:00,101346.04,flat,flat,101620.49,100669.63,1,1,1,0,tp_hit_before_sl,1.00,0.3073,0,0,35.0,65.0,0.0
74,2025-11-06T13:30:00+00:00,us_open,925,949,2025-11-07T13:00:00+00:00,101346.04,bear,bear,100726.77,101499.12,1,1,1,1,tp_hit_before_sl,22.88,0.2825,0,0,20.0,0.0,80.0
75,2025-11-07T00:00:00+00:00,asia_open,936,960,2025-11-08T00:00:00+00:00,103339.08,flat,bear,107299.00,102662.54,0,0,0,0,sl_hit_before_tp,1.00,0.3863,0,1,20.0,40.0,40.0
76,2025-11-07T13:30:00+00:00,us_open,949,973,2025-11-08T13:00:00+00:00,103339.08,bear,bear,103022.48,104054.62,1,1,1,0,tp_hit_before_sl,1.00,0.4041,0,0,40.0,20.0,40.0
77,2025-11-08T00:00:00+00:00,asia_open,960,984,2025-11-09T00:00:00+00:00,102312.94,bear,bear,101503.20,102556.55,1,1,1,1,tp_hit_before_sl,6.49,0.3927,0,0,30.0,0.0,70.0
78,2025-11-08T13:30:00+00:00,us_open,973,997,2025-11-09T13:00:00+00:00,102312.94,bull,bull,102822.76,102155.38,1,1,1,1,tp_hit_before_sl,14.31,0.2933,0,0,75.0,0.0,25.0
79,2025-11-09T00:00:00+00:00,asia_open,984,1008,2025-11-10T00:00:00+00:00,104722.96,bull,bull,105267.52,104526.52,1,1,1,1,tp_hit_before_sl,19.53,0.1698,0,0,55.0,0.0,45.0
80,2025-11-09T13:30:00+00:00,us_open,997,1021,2025-11-10T13:00:00+00:00,104722.96,flat,bull,105215.72,104443.14,0,0,0,0,sl_hit_before_tp,1.00,0.2005,0,1,48.0,52.0,0.0
81,2025-11-10T00:00:00+00:00,asia_open,1008,1032,2025-11-11T00:00:00+00:00,106011.13,flat,flat,106318.65,105635.40,1,1,1,0,tp_hit_before_sl,1.00,0.3076,0,0,33.0,34.0,33.0
82,2025-11-10T13:30:00+00:00,us_open,1021,1045,2025-11-11T13:00:00+00:00,106011.13,flat,bear,106717.97,105767.64,0,0,0,0,sl_hit_before_tp,1.00,0.3295,0,1,20.0,40.0,40.0
83,2025-11-11T00:00:00+00:00,asia_open,1032,1056,2025-11-12T00:00:00+00:00,103058.99,flat,flat,100849.00,104164.72,1,1,1,0,tp_hit_before_sl,1.00,0.3387,0,0,33.0,34.0,33.0
84,2025-11-11T13:30:00+00:00,us_open,1045,1069,2025-11-12T13:00:00+00:00,103058.99,bull,bull,103400.16,102505.29,1,1,1,0,tp_hit_before_sl,1.00,0.3543,0,0,34.0,33.0,33.0
85,2025-11-12T00:00:00+00:00,asia_open,1056,1080,2025-11-13T00:00:00+00:00,101654.37,flat,flat,98944.36,107500.00,1,1,1,0,tp_hit_before_sl,1.00,0.2825,0,0,33.0,34.0,33.0
86,2025-11-12T13:30:00+00:00,us_open,1069,1093,2025-11-13T13:00:00+00:00,101654.37,bull,bull,101854.84,101237.34,1,1,1,0,tp_hit_before_sl,1.00,0.2374,0,0,34.0,33.0,33.0
87,2025-11-13T00:00:00+00:00,asia_open,1080,1104,2025-11-14T00:00:00+00:00,99692.02,bear,bear,98973.53,99867.21,1,1,1,1,tp_hit_before_sl,11.37,0.3489,0,0,33.0,33.0,34.0
88,2025-11-13T13:30:00+00:00,us_open,1093,1117,2025-11-14T13:00:00+00:00,99692.02,bear,bear,98950.57,99960.65,1,1,1,1,tp_hit_before_sl,13.78,0.3939,0,0,33.0,33.0,34.0
89,2025-11-14T00:00:00+00:00,asia_open,1104,1128,2025-11-15T00:00:00+00:00,94594.00,bear,bull,84050.00,99866.00,0,0,0,0,sl_hit_before_tp,2.00,0.5015,1,1,33.0,33.0,34.0
90,2025-11-14T13:30:00+00:00,us_open,1117,1141,2025-11-15T13:00:00+00:00,94594.00,bear,bull,84050.00,99866.00,0,0,0,0,no_hit,24.00,0.5690,1,1,33.0,33.0,34.0
91,2025-11-15T00:00:00+00:00,asia_open,1128,1152,2025-11-16T00:00:00+00:00,95596.24,flat,flat,98211.00,94594.00,1,0,0,0,no_hit,24.00,0.5745,1,0,33.0,34.0,33.0
92,2025-11-15T13:30:00+00:00,us_open,1141,1165,2025-11-16T13:00:00+00:00,95596.24,bear,flat,93095.00,96846.68,0,0,0,0,no_hit,24.00,0.5101,1,1,33.0,33.0,34.0
93,2025-11-16T00:00:00+00:00,asia_open,1152,1176,2025-11-17T00:00:00+00:00,94261.44,bear,bull,86721.00,96635.11,0,0,0,0,sl_hit_before_tp,9.00,0.2529,0,1,33.0,33.0,34.0
94,2025-11-16T13:30:00+00:00,us_open,1165,1189,2025-11-17T13:00:00+00:00,94261.44,bear,flat,89548.37,96635.11,0,0,0,0,no_hit,24.00,0.2240,0,1,33.0,33.0,34.0
95,2025-11-17T00:00:00+00:00,asia_open,1176,1200,2025-11-18T00:00:00+00:00,92215.14,flat,flat,81150.00,94445.50,1,1,1,0,tp_hit_before_sl,1.00,0.3343,0,0,33.0,34.0,33.0
96,2025-11-17T13:30:00+00:00,us_open,1189,1213,2025-11-18T13:00:00+00:00,92215.14,bear,bear,91633.33,92397.25,1,1,1,1,tp_hit_before_sl,6.60,0.3648,0,0,33.0,33.0,34.0
97,2025-11-18T00:00:00+00:00,asia_open,1200,1224,2025-11-19T00:00:00+00:00,92960.83,bear,bear,92639.60,93516.55,1,1,1,0,tp_hit_before_sl,1.00,0.4070,0,0,33.0,33.0,34.0
98,2025-11-18T13:30:00+00:00,us_open,1213,1237,2025-11-19T13:00:00+00:00,92960.83,bear,bear,92619.07,93576.80,1,1,1,0,tp_hit_before_sl,1.00,0.4553,0,0,33.0,33.0,34.0
99,2025-11-19T00:00:00+00:00,asia_open,1224,1248,2025-11-20T00:00:00+00:00,91554.96,flat,flat,91774.52,91089.12,1,1,1,0,tp_hit_before_sl,1.00,0.4397,0,0,33.0,34.0,33.0
100,2025-11-19T13:30:00+00:00,us_open,1237,1261,2025-11-20T13:00:00+00:00,91554.96,flat,flat,91811.52,90990.91,1,1,1,0,tp_hit_before_sl,1.00,0.4517,0,0,33.0,34.0,33.0
101,2025-11-20T00:00:00+00:00,asia_open,1248,1272,2025-11-21T00:00:00+00:00,86637.23,bear,bull,73641.00,93160.00,0,0,0,0,sl_hit_before_tp,5.00,0.5282,1,1,33.0,33.0,34.0
102,2025-11-20T13:30:00+00:00,us_open,1261,1285,2025-11-21T13:00:00+00:00,86637.23,bear,bear,85942.09,86920.06,1,1,1,1,tp_hit_before_sl,15.67,0.4642,0,0,33.0,33.0,34.0
103,2025-11-21T00:00:00+00:00,asia_open,1272,1296,2025-11-22T00:00:00+00:00,85129.43,bear,bear,74914.00,89633.64,1,0,0,0,no_hit,24.00,0.6231,1,0,33.0,33.0,34.0
104,2025-11-21T13:30:00+00:00,us_open,1285,1309,2025-11-22T13:00:00+00:00,85129.43,bear,bear,74914.00,87499.00,1,0,0,0,no_hit,24.00,0.9093,1,0,33.0,33.0,34.0
105,2025-11-22T00:00:00+00:00,asia_open,1296,1320,2025-11-23T00:00:00+00:00,84739.74,bear,flat,80600.00,86366.82,0,0,0,0,no_hit,24.00,0.8744,1,1,33.0,33.0,34.0
106,2025-11-22T13:30:00+00:00,us_open,1309,1333,2025-11-23T13:00:00+00:00,84739.74,bear,bull,77920.00,87498.00,0,0,0,0,no_hit,24.00,0.5847,1,1,33.0,33.0,34.0
107,2025-11-23T00:00:00+00:00,asia_open,1320,1344,2025-11-24T00:00:00+00:00,86830.00,flat,flat,87489.22,86551.58,1,1,1,1,tp_hit_before_sl,9.75,0.3092,0,0,33.0,34.0,33.0
108,2025-11-23T13:30:00+00:00,us_open,1333,1357,2025-11-24T13:00:00+00:00,86830.00,bear,bear,86549.55,87256.67,1,1,1,0,tp_hit_before_sl,1.00,0.3434,0,0,33.0,33.0,34.0
109,2025-11-24T00:00:00+00:00,asia_open,1344,1368,2025-11-25T00:00:00+00:00,88300.01,flat,flat,84739.74,89228.00,1,1,1,0,tp_hit_before_sl,1.00,0.3872,0,0,33.0,34.0,33.0
110,2025-11-24T13:30:00+00:00,us_open,1357,1381,2025-11-25T13:00:00+00:00,88300.01,flat,bear,93160.00,84739.74,0,0,0,0,no_hit,24.00,0.4178,0,1,33.0,34.0,33.0
111,2025-11-25T00:00:00+00:00,asia_open,1368,1392,2025-11-26T00:00:00+00:00,87369.96,flat,flat,87611.68,87045.75,1,1,1,0,tp_hit_before_sl,1.00,0.4544,0,0,33.0,34.0,33.0
112,2025-11-25T13:30:00+00:00,us_open,1381,1405,2025-11-26T13:00:00+00:00,87369.96,flat,flat,87849.54,87216.84,1,1,1,1,tp_hit_before_sl,6.17,0.3895,0,0,33.0,34.0,33.0
113,2025-11-26T00:00:00+00:00,asia_open,1392,1416,2025-11-27T00:00:00+00:00,90484.02,bear,flat,80600.00,93160.00,0,0,0,0,no_hit,24.00,0.3532,0,1,33.0,33.0,34.0
114,2025-11-26T13:30:00+00:00,us_open,1405,1429,2025-11-27T13:00:00+00:00,90484.02,flat,bull,90955.55,90336.42,0,0,0,0,sl_hit_before_tp,1.00,0.3909,0,1,33.0,34.0,33.0
115,2025-11-27T00:00:00+00:00,asia_open,1416,1440,2025-11-28T00:00:00+00:00,91333.95,flat,flat,92120.07,91081.16,1,1,1,1,tp_hit_before_sl,18.55,0.4108,0,0,33.0,34.0,33.0
116,2025-11-27T13:30:00+00:00,us_open,1429,1453,2025-11-28T13:00:00+00:00,91333.95,bull,bull,91950.00,85272.00,1,1,1,0,tp_hit_before_sl,22.00,0.3485,0,0,34.0,33.0,33.0
117,2025-11-28T00:00:00+00:00,asia_open,1440,1464,2025-11-29T00:00:00+00:00,90890.70,flat,flat,91122.63,90484.10,1,1,1,0,tp_hit_before_sl,1.00,0.2187,0,0,33.0,34.0,33.0
118,2025-11-28T13:30:00+00:00,us_open,1453,1477,2025-11-29T13:00:00+00:00,90890.70,flat,flat,91180.12,90264.31,1,1,1,0,tp_hit_before_sl,1.00,0.2768,0,0,33.0,34.0,33.0
119,2025-11-29T00:00:00+00:00,asia_open,1464,1488,2025-11-30T00:00:00+00:00,90802.44,flat,flat,91015.44,90451.39,1,1,1,0,tp_hit_before_sl,1.00,0.3482,0,0,33.0,34.0,33.0
120,2025-11-29T13:30:00+00:00,us_open,1477,1501,2025-11-30T13:00:00+00:00,90802.44,bull,bull,90982.31,90396.25,1,1,1,0,tp_hit_before_sl,2.00,0.2055,0,0,34.0,33.0,33.0
121,2025-11-30T00:00:00+00:00,asia_open,1488,1512,2025-12-01T00:00:00+00:00,90360.00,bear,bear,93160.00,84739.74,1,1,1,0,tp_hit_before_sl,1.00,0.1643,0,0,33.0,33.0,34.0
122,2025-11-30T13:30:00+00:00,us_open,1501,1525,2025-12-01T13:00:00+00:00,90360.00,bear,bear,93092.00,84739.74,1,1,1,0,tp_hit_before_sl,1.00,0.2026,0,0,33.0,33.0,34.0
123,2025-12-01T00:00:00+00:00,asia_open,1512,1536,2025-12-02T00:00:00+00:00,86286.01,bear,flat,75911.29,90417.00,0,0,0,0,no_hit,24.00,0.3551,0,1,33.0,33.0,34.0
124,2025-12-01T13:30:00+00:00,us_open,1525,1549,2025-12-02T13:00:00+00:00,86286.01,bear,bull,76834.00,90417.00,0,0,0,0,no_hit,24.00,0.4814,1,1,33.0,33.0,34.0
125,2025-12-02T00:00:00+00:00,asia_open,1536,1560,2025-12-03T00:00:00+00:00,91277.88,bull,bull,92080.89,91109.79,1,1,1,1,tp_hit_before_sl,21.00,0.4381,0,0,34.0,33.0,33.0
126,2025-12-02T13:30:00+00:00,us_open,1549,1573,2025-12-03T13:00:00+00:00,91277.88,bull,bull,91929.13,91097.15,1,1,1,1,tp_hit_before_sl,1.66,0.3502,0,0,34.0,33.0,33.0
